source_type,thread_id,comment_id,createdAt_iso,url,matched_text,amount_values,context_tags,text_snippet
comment,thread_1605070900264136,comment_1605181620253064,2024-11-21T19:38:33Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1605070900264136/?comment_id=1605181620253064,$1200,1200.0,hour,"We use WebFCE. It’s all neatly laid out for you and generates a nice form letter and everything. I’m not sure of the cost of use for the software since I don’t own the clinic, but I know we charge ..."
comment,thread_1605070900264136,comment_1605181620253064,2024-11-21T19:38:33Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1605070900264136/?comment_id=1605181620253064,$200,200.0,hour,"We use WebFCE. It’s all neatly laid out for you and generates a nice form letter and everything. I’m not sure of the cost of use for the software since I don’t own the clinic, but I know we charge ..."
comment,thread_1605070900264136,comment_1605181620253064,2024-11-21T19:38:33Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1605070900264136/?comment_id=1605181620253064,$1200,1200.0,,"We use WebFCE. It’s all neatly laid out for you and generates a nice form letter and everything. I’m not sure of the cost of use for the software since I don’t own the clinic, but I know we charge ..."
thread,thread_1603955730375653,,2024-11-20T03:39:34Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1603955730375653/,9 to 6 ,9.0|6.0,,"I am currently working for a hospital based OP practice with a lot of learning opportunities (Neuro and Oncology) but have been in the position without a pay raise for the past 5 years, I have an o..."
comment,thread_1603640623740497,comment_1606089023495657,2024-11-23T02:11:45Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1603640623740497/?comment_id=1606089023495657,17 per hour,17.0,hour,"Depends... I have 7, 10, 12.50 and 17 per hour."
comment,thread_1600173987420494,comment_1600238094080750,2024-11-14T22:40:08Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1600173987420494/?comment_id=1600238094080750,$250,250.0,,"When I had a massive knee surgery, I bought an off brand machine that I ordered from Amazon. It was maybe $250-300, and worked great. We used frozen water bottles instead of ice in the water, made ..."
comment,thread_1600173987420494,comment_1600238094080750,2024-11-14T22:40:08Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1600173987420494/?comment_id=1600238094080750,$250-300,250.0|300.0,,"When I had a massive knee surgery, I bought an off brand machine that I ordered from Amazon. It was maybe $250-300, and worked great. We used frozen water bottles instead of ice in the water, made ..."
comment,thread_1599507307487162,comment_1599552047482688,2024-11-13T23:16:59Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1599507307487162/?comment_id=1599552047482688,$80,80.0,,"When I worked for a mobile pediatric outpatient as a PT, they paid me $80 flat fee for 1099 work. This is in Nevada."
comment,thread_1597263307711562,comment_1597275934376966,2024-11-10T22:00:25Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1597263307711562/?comment_id=1597275934376966,$65,65.0,,"Yes, $65, highly recommend the institute of clinical excellence"
comment,thread_1597072787730614,comment_1597169984387561,2024-11-10T19:12:26Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1597072787730614/?comment_id=1597169984387561,$17,17.0,hour,I have one that is $17 per hour for 40 hours and one for $350 for 40 hours. They are in the Philippines.
comment,thread_1597072787730614,comment_1597169984387561,2024-11-10T19:12:26Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1597072787730614/?comment_id=1597169984387561,$350,350.0,hour,I have one that is $17 per hour for 40 hours and one for $350 for 40 hours. They are in the Philippines.
comment,thread_1597072787730614,comment_1597169984387561,2024-11-10T19:12:26Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1597072787730614/?comment_id=1597169984387561,17 per hour,17.0,hour,I have one that is $17 per hour for 40 hours and one for $350 for 40 hours. They are in the Philippines.
comment,thread_1596147437823149,comment_1596207221150504,2024-11-09T14:01:48Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1596147437823149/?comment_id=1596207221150504,$599,599.0,,Definitely recommend RunDNA! I’ve taken their level 1 & level 2 CRGA courses. I’ve also purchased the endurance run coach and walking gait analysis courses. They have a special right now to get bot...
thread,thread_1593946298043263,,2024-11-06T14:30:42Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1593946298043263/,$30,30.0,,"Hiring Immediately PTA position. Location : Bensalem/Levittown, PA. **Qualifications :** The position requires ensuring every patient receives a unique experience through a comprehensive, thorough,..."
thread,thread_1593946298043263,,2024-11-06T14:30:42Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1593946298043263/,$32,32.0,,"Hiring Immediately PTA position. Location : Bensalem/Levittown, PA. **Qualifications :** The position requires ensuring every patient receives a unique experience through a comprehensive, thorough,..."
thread,thread_1593946298043263,,2024-11-06T14:30:42Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1593946298043263/,$30-$32,30.0|32.0,,"Hiring Immediately PTA position. Location : Bensalem/Levittown, PA. **Qualifications :** The position requires ensuring every patient receives a unique experience through a comprehensive, thorough,..."
thread,thread_1593946298043263,,2024-11-06T14:30:42Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1593946298043263/,32 / hr,32.0,,"Hiring Immediately PTA position. Location : Bensalem/Levittown, PA. **Qualifications :** The position requires ensuring every patient receives a unique experience through a comprehensive, thorough,..."
comment,thread_1593560618081831,comment_1593575141413712,2024-11-06T02:20:10Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593560618081831/?comment_id=1593575141413712,20/hr,20.0,session|hour,"So, if Medicare, you cannot charge a travel fee. If private pay, I'd bake a travel fee into my session cost say In clinic is $x/hr In home is $x+20/hr For superbills, you could have your fee schedu..."
comment,thread_1593560618081831,comment_1593599851411241,2024-11-06T03:11:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593560618081831/?comment_id=1593599851411241,$100,100.0,session,"If she's a 1099, she can write off the mileage herself on her taxes, so I would stick with a higher percentage of net. For example, if MCR reimburses $100 for a daily visit you could pay her $65-70..."
comment,thread_1593560618081831,comment_1593599851411241,2024-11-06T03:11:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593560618081831/?comment_id=1593599851411241,$65,65.0,session,"If she's a 1099, she can write off the mileage herself on her taxes, so I would stick with a higher percentage of net. For example, if MCR reimburses $100 for a daily visit you could pay her $65-70..."
comment,thread_1593560618081831,comment_1593599851411241,2024-11-06T03:11:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593560618081831/?comment_id=1593599851411241,$65,65.0,session,"If she's a 1099, she can write off the mileage herself on her taxes, so I would stick with a higher percentage of net. For example, if MCR reimburses $100 for a daily visit you could pay her $65-70..."
comment,thread_1593560618081831,comment_1593599851411241,2024-11-06T03:11:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593560618081831/?comment_id=1593599851411241,$65-70,65.0|70.0,session,"If she's a 1099, she can write off the mileage herself on her taxes, so I would stick with a higher percentage of net. For example, if MCR reimburses $100 for a daily visit you could pay her $65-70..."
comment,thread_1593560618081831,comment_1593599851411241,2024-11-06T03:11:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593560618081831/?comment_id=1593599851411241,$65-70,65.0|70.0,session,"If she's a 1099, she can write off the mileage herself on her taxes, so I would stick with a higher percentage of net. For example, if MCR reimburses $100 for a daily visit you could pay her $65-70..."
thread,thread_1593459301425296,,2024-11-05T22:01:35Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1593459301425296/,$75,75.0,hour,Let's say I charge a patient $75 an hour and provide a super bill for them to submit to their insurance. The insurance goes off of 4 units per visit and determines the units were $100 worth of ther...
thread,thread_1593459301425296,,2024-11-05T22:01:35Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1593459301425296/,$100,100.0,session,Let's say I charge a patient $75 an hour and provide a super bill for them to submit to their insurance. The insurance goes off of 4 units per visit and determines the units were $100 worth of ther...
thread,thread_1593459301425296,,2024-11-05T22:01:35Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1593459301425296/,$80,80.0,session,Let's say I charge a patient $75 an hour and provide a super bill for them to submit to their insurance. The insurance goes off of 4 units per visit and determines the units were $100 worth of ther...
comment,thread_1593459301425296,comment_1593480201423206,2024-11-05T22:47:15Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593459301425296/?comment_id=1593480201423206,$75,75.0,,The insurance can say since you accepted $75 then the 80% is off of $75. Discussed in length at PPS.
comment,thread_1593459301425296,comment_1593480201423206,2024-11-05T22:47:15Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593459301425296/?comment_id=1593480201423206,$75,75.0,,The insurance can say since you accepted $75 then the 80% is off of $75. Discussed in length at PPS.
comment,thread_1593459301425296,comment_1593486991422527,2024-11-05T23:03:13Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1593459301425296/?comment_id=1593486991422527,$75,75.0,,"Assuming the superbill listed insurance rates? Not the PP rate of $75? I've seen many profit on their own Healthcare and no, that shouldn't happen. It all depends on what you list your CPT prices at."
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$76.08,76.08,eval|session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$165,165.0,eval|session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$21.69,21.69,eval|session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$140,140.0,eval|session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$23.24,23.24,session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$140,140.0,session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$70,70.0,session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$70,70.0,session,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$140,140.0,,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$40,40.0,,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$21,21.0,,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1589118528526040,,2024-10-31T01:53:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1589118528526040/,$23,23.0,,Question about superbill/ insurance reimbursement... A client just showed me their Care First EOB. They only reimbursed: -$76.08 for a $165 low complexity eval visit 1 -$21.69 for a $140 manual the...
thread,thread_1585348875569672,,2024-10-26T01:39:59Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1585348875569672/,$1,1.0,,"As a new cash-based practice, I had minimal income over the first half of the year and I was not on pace to be required to make the quarterly tax payments. Over the second half of the year, I gaine..."
comment,thread_1585348875569672,comment_1585775175527042,2024-10-26T14:57:45Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1585348875569672/?comment_id=1585775175527042,$1,1.0,,"Yes pay it for the quarter you made over $1,000."
thread,thread_1585115772259649,,2024-10-25T17:32:34Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1585115772259649/,$10,10.0,session,I'm starting to think about a small price increase at the beginning of the year. I hate to do this because I know inflation is hitting everyone hard. January 2025 will be 2 years since I had my fir...
thread,thread_1585115772259649,,2024-10-25T17:32:34Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1585115772259649/,$60,60.0,eval|followup,I'm starting to think about a small price increase at the beginning of the year. I hate to do this because I know inflation is hitting everyone hard. January 2025 will be 2 years since I had my fir...
thread,thread_1585115772259649,,2024-10-25T17:32:34Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1585115772259649/,$10-15,10.0|15.0,session,I'm starting to think about a small price increase at the beginning of the year. I hate to do this because I know inflation is hitting everyone hard. January 2025 will be 2 years since I had my fir...
thread,thread_1584858868952006,,2024-10-25T10:36:13Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1584858868952006/,$15,15.0,session,"Hello all! I am thinking about increasing my prices in 2025 and read some posts from you all on how to do so. My question is, did this backfire for anyone? Any scary stories? I’m so fearful to loos..."
comment,thread_1584858868952006,comment_1584889245615635,2024-10-25T11:31:34Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1584858868952006/?comment_id=1584889245615635,$25,25.0,,Nope. Most people agreed and said yea you weren’t charging enough. I increased by $25 and will probably increase again this year
comment,thread_1579978869440006,comment_1580031179434775,2024-10-19T00:12:27Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1579978869440006/?comment_id=1580031179434775,$200,200.0,,"Those are getting hard to come by and often have fees. I'm in the same position myself and thinking between a few options. For an actual business high yield savings, Live Oak Bank seems to offer th..."
comment,thread_1578251016279458,comment_1579234529514440,2024-10-17T22:35:56Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1578251016279458/?comment_id=1579234529514440,$250,250.0,session,They pay a case flat rate. So you will get for instance $250 total no matter how many visits you see the patient for.. Most of the large corporate chains don't even take Aetna in network. Stay OON
comment,thread_1575190866585473,comment_1581291952642031,2024-10-20T15:30:16Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1575190866585473/?comment_id=1581291952642031,$150,150.0,,"I’ve bout 3 different ones on Amazon. The brands and prices vary, but they end up costing only about $150. I advise that you pay close attention to the weight of the table."
comment,thread_1572792950158598,comment_1572932370144656,2024-10-10T04:06:05Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1572792950158598/?comment_id=1572932370144656,$485,485.0,,"Interesting. I just started my PLLC this summer and have CM&F, have my PT under it but not doing that yet. I have my Reiki and CPR instructor and paying for part time general and professional liabi..."
comment,thread_1572792950158598,comment_1572932370144656,2024-10-10T04:06:05Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1572792950158598/?comment_id=1572932370144656,$499,499.0,,"Interesting. I just started my PLLC this summer and have CM&F, have my PT under it but not doing that yet. I have my Reiki and CPR instructor and paying for part time general and professional liabi..."
comment,thread_1572792950158598,comment_1572815796822980,2024-10-10T00:35:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1572792950158598/?comment_id=1572815796822980,$1200,1200.0,,New to CM&F this year. Mobile and dry needling. Switched from HPSO because they quoted me $1200 for the year and CM&F was just over $400.
comment,thread_1572792950158598,comment_1572815796822980,2024-10-10T00:35:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1572792950158598/?comment_id=1572815796822980,$400,400.0,,New to CM&F this year. Mobile and dry needling. Switched from HPSO because they quoted me $1200 for the year and CM&F was just over $400.
comment,thread_1572498063521420,comment_1572511386853421,2024-10-09T15:15:01Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1572498063521420/?comment_id=1572511386853421,$150,150.0,,We hired a stay at home mom whose whole job is to track and get POCs signed. She gets paid $150 a week and can work whenever fits her schedule. Some weeks she does a bunch some she doesn’t have muc...
thread,thread_1564294874341739,,2024-09-29T03:02:42Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1564294874341739/,$1,1.0,,"Doing my first Medicare verification check for ST. I went through IVR and it said $1,129.63 available toward ST cap threshold and $0 applied, what exactly does this mean? Am I clear to treat them? ..."
thread,thread_1563981797706380,,2024-09-28T17:10:02Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1563981797706380/,$75,75.0,,What apps or programs are available for this (not too costly since I’m a small practice so would like to stay under $75-100/month if possible) I want to have customized exercise programs that are r...
thread,thread_1563981797706380,,2024-09-28T17:10:02Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1563981797706380/,$75-100,75.0|100.0,,What apps or programs are available for this (not too costly since I’m a small practice so would like to stay under $75-100/month if possible) I want to have customized exercise programs that are r...
comment,thread_1562047141233179,comment_1562131304558096,2024-09-26T11:31:27Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1562047141233179/?comment_id=1562131304558096,$90,90.0,,I am interested in the pay by visit model for my outpatient. Would either of you share how much you pay per visit. For reference I am in Florida. Our average reimbursement rate is $90 per patient.
thread,thread_1561813601256533,,2024-09-26T02:10:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1561813601256533/,$102,102.0,eval,"Haven't found a clear answer on this: if medicare is primary and secondary does not cover the full 20% coinsurance, can the remainder be collected up to the billed amount? Example: Eval mod $102 Me..."
thread,thread_1561813601256533,,2024-09-26T02:10:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1561813601256533/,$80,80.0,eval,"Haven't found a clear answer on this: if medicare is primary and secondary does not cover the full 20% coinsurance, can the remainder be collected up to the billed amount? Example: Eval mod $102 Me..."
thread,thread_1561813601256533,,2024-09-26T02:10:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1561813601256533/,$10,10.0,eval,"Haven't found a clear answer on this: if medicare is primary and secondary does not cover the full 20% coinsurance, can the remainder be collected up to the billed amount? Example: Eval mod $102 Me..."
thread,thread_1561813601256533,,2024-09-26T02:10:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1561813601256533/,$12,12.0,,"Haven't found a clear answer on this: if medicare is primary and secondary does not cover the full 20% coinsurance, can the remainder be collected up to the billed amount? Example: Eval mod $102 Me..."
thread,thread_1560997778004782,,2024-09-25T03:01:04Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1560997778004782/,$10,10.0,,Mobile therapists & additional insured... Another condo building I'm treating in is asking to show proof of insurance & to be added to additional insured... so now I have 5 places listed under addi...
comment,thread_1560997778004782,comment_1561016814669545,2024-09-25T03:34:19Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1560997778004782/?comment_id=1561016814669545,$10,10.0,,Just $10?? Our additional insureds are $330 per and we have 16 of them.
comment,thread_1560997778004782,comment_1561016814669545,2024-09-25T03:34:19Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1560997778004782/?comment_id=1561016814669545,$330,330.0,,Just $10?? Our additional insureds are $330 per and we have 16 of them.
thread,thread_1560530461384847,,2024-09-24T13:35:01Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1560530461384847/,8 to 10 ,8.0|10.0,,Hey guys! Quick question. Is emailing my previous patients from my old corporate job about my new cash paying PT business unethical or a hippa violation? I have about 8 to 10 patients that I happen...
thread,thread_1558292808275279,,2024-09-21T16:06:09Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1558292808275279/,$790,790.0,,"Hello I am planning to sublease the extra office space in a 500 sq foot suite. It has two offices and a reception area. The building has plenty of parking, bathrooms and elevator. Has anyone here s..."
comment,thread_1558292808275279,comment_1558301514941075,2024-09-21T16:16:20Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1558292808275279/?comment_id=1558301514941075,$19,19.0,,That’s $19 per square foot per year. Use that number and compare it to other office spaces in the area. You could throw it a little bit more than market if she is reliably going to send you clients...
comment,thread_1558035748300985,comment_1558467901591103,2024-09-21T21:30:32Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1558035748300985/?comment_id=1558467901591103,12 to 15 ,12.0|15.0,,12 to 15 days if electronic submission and 4 weeks if paper.
comment,thread_1557415761696317,comment_1559352734835953,2024-09-23T01:14:20Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1557415761696317/?comment_id=1559352734835953,$200,200.0,,Lighting is also key and probably makes a bigger impact than an expensive camera vs an iPhone on good settings. I have a nice light and microphone from Amazon I paid less than $200 for both together
thread,thread_1556593538445206,,2024-09-19T11:39:25Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1556593538445206/,$40,40.0,,I don’t know who is interested but I have been waiting for months and this is now $40 off on Amazon. I am getting another ine for my clinic finally. Essentially they are over the door TRX bands! Gr...
comment,thread_1556593538445206,comment_1556664878438072,2024-09-19T13:38:12Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1556593538445206/?comment_id=1556664878438072,$15,15.0,,I love the aldi version $15 when they have em
comment,thread_1556591031778790,comment_1557410361696857,2024-09-20T13:07:18Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1556591031778790/?comment_id=1557410361696857,$66,66.0,,"I don’t accept NYSHiP, they’re out net work reimbursement is the same rate as their in network which is $66. I don’t even offer it for out of network, they still require prior authorization in orde..."
comment,thread_1556591031778790,comment_1557410361696857,2024-09-20T13:07:18Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1556591031778790/?comment_id=1557410361696857,$250,250.0,,"I don’t accept NYSHiP, they’re out net work reimbursement is the same rate as their in network which is $66. I don’t even offer it for out of network, they still require prior authorization in orde..."
comment,thread_1556591031778790,comment_1557410361696857,2024-09-20T13:07:18Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1556591031778790/?comment_id=1557410361696857,$33,33.0,,"I don’t accept NYSHiP, they’re out net work reimbursement is the same rate as their in network which is $66. I don’t even offer it for out of network, they still require prior authorization in orde..."
thread,thread_1555373535233873,,2024-09-17T20:47:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1555373535233873/,$145,145.0,eval,"Hi everyone - asking a bit of broad question, but I definitely need input. I've been approached to provide PT services for a local home hospice company as an Independent Contractor, and I am intere..."
thread,thread_1555373535233873,,2024-09-17T20:47:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1555373535233873/,$95,95.0,eval|followup,"Hi everyone - asking a bit of broad question, but I definitely need input. I've been approached to provide PT services for a local home hospice company as an Independent Contractor, and I am intere..."
thread,thread_1555373535233873,,2024-09-17T20:47:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1555373535233873/,$110,110.0,followup,"Hi everyone - asking a bit of broad question, but I definitely need input. I've been approached to provide PT services for a local home hospice company as an Independent Contractor, and I am intere..."
thread,thread_1555373535233873,,2024-09-17T20:47:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1555373535233873/,$70,70.0,eval|followup,"Hi everyone - asking a bit of broad question, but I definitely need input. I've been approached to provide PT services for a local home hospice company as an Independent Contractor, and I am intere..."
thread,thread_1555373535233873,,2024-09-17T20:47:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1555373535233873/,$60,60.0,eval|followup,"Hi everyone - asking a bit of broad question, but I definitely need input. I've been approached to provide PT services for a local home hospice company as an Independent Contractor, and I am intere..."
comment,thread_1554280435343183,comment_1554306318673928,2024-09-16T12:27:17Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1554280435343183/?comment_id=1554306318673928,$15,15.0,,$15 + $1 for every person in the class beacause it incentivizes them to have more people and run a great class!! So $25 and I am in Arizona run a gym this is how we do it!
comment,thread_1554280435343183,comment_1554306318673928,2024-09-16T12:27:17Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1554280435343183/?comment_id=1554306318673928,$1,1.0,,$15 + $1 for every person in the class beacause it incentivizes them to have more people and run a great class!! So $25 and I am in Arizona run a gym this is how we do it!
comment,thread_1554280435343183,comment_1554306318673928,2024-09-16T12:27:17Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1554280435343183/?comment_id=1554306318673928,$25,25.0,,$15 + $1 for every person in the class beacause it incentivizes them to have more people and run a great class!! So $25 and I am in Arizona run a gym this is how we do it!
comment,thread_1551004759004084,comment_1551019202335973,2024-09-11T23:16:03Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1551004759004084/?comment_id=1551019202335973,180 per visit,180.0,eval|session,They pay 200 percent medicare fee schedule we generally follow medicare guidelines for it but it's not medicare so probably you can bill it like any other commercial insurance but ull make a lot of...
comment,thread_1546081092829784,comment_1546085346162692,2024-09-04T23:09:50Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1546081092829784/?comment_id=1546085346162692,$12,12.0,,"Half of my practice is a yoga studio. All of my instructors are 1099s. We do a 60(then)/40 (me) split with a minimum payment per class. So, if they only have one person in class they don’t just mak..."
thread,thread_1545804269524133,,2024-09-04T13:46:50Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1545804269524133/,$1200,1200.0,,"Do not EVER sign a contract with OptimisPT for you EMR. They offer the most offensive customer service experience you will ever experience. They will advertise ""you wont receive a bill for the firs..."
thread,thread_1545804269524133,,2024-09-04T13:46:50Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1545804269524133/,$600,600.0,,"Do not EVER sign a contract with OptimisPT for you EMR. They offer the most offensive customer service experience you will ever experience. They will advertise ""you wont receive a bill for the firs..."
thread,thread_1545107366260490,,2024-09-03T14:34:24Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1545107366260490/,$150,150.0,,Hey everyone! I have a lymphedema practice and am 100% cash-based. I have a patient wanting to start with me but she is Medicare/Humana and I am not in with Medicare. I told her that she will need ...
comment,thread_1545107366260490,comment_1545154072922486,2024-09-03T16:00:04Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1545107366260490/?comment_id=1545154072922486,$150,150.0,,Contract with a home health company who is INN and treat her. She'll either have to pay $150 for transport to a clinic where they take insurance or pay you out of pocket so maybe it's a wash?
comment,thread_1535602483877645,comment_1535729570531603,2024-08-21T06:13:35Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1535602483877645/?comment_id=1535729570531603,$15,15.0,session|membership,"I pay my CrossFit gym $15 a visit capped at 10 visits a week. Monthly the most I will ever pay is $600. But if I take a vacation for a week and see 60 visits the other 3 weeks, it’s technically onl..."
comment,thread_1535602483877645,comment_1535729570531603,2024-08-21T06:13:35Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1535602483877645/?comment_id=1535729570531603,$600,600.0,membership,"I pay my CrossFit gym $15 a visit capped at 10 visits a week. Monthly the most I will ever pay is $600. But if I take a vacation for a week and see 60 visits the other 3 weeks, it’s technically onl..."
